,pdbid,-logKd/Ki
3673,3msk,4.59
3674,4oeg,5.05
3675,3k5c,7.77
3676,1a9m,6.92
3677,4n00,8.02
3678,2pjc,8.72
3679,1kti,3.43
3680,1gi9,5.22
3681,3zn0,4.97
3682,2xi7,5.14
3683,1aku,6.13
3684,4ks2,9.34
3685,1n0s,7.45
3686,1sfi,10.0
3687,3olg,7.84
3688,4eu3,0.82
3689,6gch,4.7
3690,3gcu,6.78
3691,2mnz,5.19
3692,4qtb,6.7
3693,4mgb,5.44
3694,1u3s,8.85
3695,4iur,5.58
3696,1h3b,6.85
3697,2vwy,7.05
3698,4bck,8.4
3699,1utp,1.44
3700,2w9h,6.37
3701,1ozv,1.44
3702,4dpy,5.37
3703,2y7k,4.93
3704,4zud,8.16
3705,3sha,5.59
3706,3wyl,8.85
3707,4y94,6.62
3708,3n87,4.96
3709,4au8,6.26
3710,3c9e,8.0
3711,3eq8,9.06
3712,4jaj,5.26
3713,2gbg,7.25
3714,5boj,7.0
3715,1a1b,6.4
3716,2hz0,6.48
3717,4q7p,4.32
3718,3owl,6.17
3719,3ibn,7.61
3720,3fl5,7.28
3721,1gu1,4.52
3722,3cgf,6.57
3723,4f8h,4.24
3724,3q3t,7.43
3725,4e8w,6.09
3726,4bbh,7.1
3727,4j52,8.52
3728,3r91,7.04
3729,1lhf,8.09
3730,4fxf,5.19
3731,4j2c,5.25
3732,3k8d,5.77
3733,4iho,5.1
3734,2imb,4.22
3735,2p0x,6.31
3736,4nud,7.07
3737,1akr,9.09
3738,1xh4,7.47
3739,1h39,6.54
3740,2evc,6.54
3741,1nfx,8.52
3742,2liq,5.85
3743,1m0b,8.82
3744,4u69,4.26
3745,3fej,6.13
3746,4mwv,9.4
3747,2lp8,7.52
3748,4c5d,5.4
3749,1o6q,7.64
3750,4b7n,8.78
3751,5ai8,3.9
3752,1ejn,5.62
3753,1qb9,7.44
3754,1v2j,3.25
3755,4lgh,8.7
3756,1nz7,7.12
3757,2fme,6.98
3758,4b83,5.15
3759,4mk2,6.14
3760,2h6b,5.39
3761,4kbi,7.49
3762,1ci7,7.05
3763,3lpk,9.1
3764,2xkf,6.06
3765,2rjp,7.0
3766,4loi,6.77
3767,3skc,8.8
3768,1ym4,7.41
3769,4dfl,6.17
3770,1ew9,3.22
3771,3pz4,8.22
3772,4pfu,6.17
3773,2wnl,6.0
3774,4ijl,3.87
3775,1utc,4.55
3776,3bhx,9.15
3777,1bkj,6.77
3778,1xot,5.42
3779,4anv,6.36
3780,4ngn,7.55
3781,4qll,3.38
3782,4kiw,5.12
3783,4no6,6.11
3784,1nfy,8.89
3785,2y6s,6.99
3786,3lxo,4.82
3787,3c89,6.07
3788,3oe9,8.18
3789,4nnn,6.57
3790,2c6n,6.88
3791,2o5k,7.82
3792,3zly,3.52
3793,1hfs,8.7
3794,1pxh,8.74
3795,3ma3,7.22
3796,2p98,6.19
3797,2pou,7.42
3798,4i0z,6.33
3799,1hxb,9.92
3800,1d5r,1.82
3801,4iku,5.75
3802,3oxz,8.07
3803,4lkm,6.34
3804,4iu1,4.3
3805,2xyt,6.29
3806,2xqq,4.82
3807,4uin,7.62
3808,3a2c,6.9
3809,2xuc,4.1
3810,2nmx,5.57
3811,4ge4,8.11
3812,3kqr,4.43
3813,2amt,4.44
3814,3t9t,8.71
3815,2uy3,3.22
3816,1ai5,3.72
3817,2xdw,8.37
3818,4gtr,8.3
3819,3sgt,3.82
3820,4lh6,4.11
3821,1zfq,7.52
3822,5ai5,7.03
3823,1n5z,4.36
3824,4x9w,6.85
3825,4qj0,7.32
3826,3mb7,6.7
3827,1fpi,5.89
3828,3v3b,7.26
3829,3gjd,7.33
3830,1rrw,4.55
3831,4cli,8.89
3832,2jdu,6.72
3833,3f5p,6.85
3834,3hd3,7.0
3835,3t4v,6.3
3836,4w50,5.85
3837,2wzm,5.22
3838,2jnw,6.11
3839,2jkk,8.2
3840,1pu8,3.1
3841,966c,7.64
3842,1i2s,3.31
3843,4od7,5.08
3844,4iq6,7.24
3845,1ux7,3.0
3846,4oti,7.37
3847,1zs0,6.15
3848,3bki,5.12
3849,1x11,6.49
3850,4jq8,8.1
3851,3s9i,5.7
3852,4jfk,6.44
3853,4cku,6.82
3854,4w4z,7.52
3855,3mww,7.24
3856,2vew,7.19
3857,4nrp,4.59
3858,1hqh,6.3
3859,1qm4,4.3
3860,3bzf,4.52
3861,5cap,7.28
3862,4z1k,8.33
3863,4pul,6.84
3864,2q2z,8.7
3865,4fz6,6.9
3866,4gee,9.0
3867,3cm2,6.47
3868,4y2b,8.36
3869,2c5y,6.6
3870,3eio,6.65
3871,3k5k,7.64
3872,4agc,10.7
3873,5c84,6.19
3874,3l17,8.28
3875,4x47,2.85
3876,4nw2,4.54
3877,1qan,4.48
3878,4ju4,6.47
3879,1mfa,5.04
3880,1l7x,4.04
3881,1g9c,5.3
3882,4jg0,6.76
3883,3oe0,8.6
3884,4apr,6.7
3885,4m5h,4.54
3886,3ooz,7.85
3887,5bml,8.0
3888,3li2,9.0
3889,1clu,8.27
3890,3vs3,9.37
3891,2uxu,4.74
3892,2y57,6.89
3893,4hw3,6.49
3894,2kmx,4.08
3895,3zmu,4.3
3896,2b8v,7.01
3897,3qtf,6.96
3898,3fuj,3.63
3899,4zsp,5.74
3900,4qge,9.3
3901,4ris,6.05
3902,2q6h,3.6
3903,2fah,1.3
3904,4w9s,6.82
3905,4tmf,5.48
3906,2vj1,5.3
3907,2wly,6.6
3908,2zit,4.46
3909,4ju7,6.17
3910,2qp6,6.68
3911,3cf1,6.64
3912,1oxn,5.68
3913,4ff8,6.4
3914,3suf,7.56
3915,4nj9,6.97
3916,3l16,7.48
3917,3d91,9.15
3918,3tpu,4.32
3919,4la7,6.57
3920,1c50,6.48
3921,1kcs,7.0
3922,3bls,5.14
3923,3cqw,7.38
3924,3sd5,6.58
3925,3obq,3.54
3926,4oyg,5.18
3927,4b9z,4.09
3928,3srg,5.7
3929,1kv2,10.0
3930,2on6,6.76
3931,4mm7,3.63
3932,4h3q,5.1
3933,4yoi,6.48
3934,3tiy,4.77
3935,1rdl,2.24
3936,4ofb,5.43
3937,2aa6,9.41
3938,4o97,8.52
3939,5agv,9.7
3940,1ymx,4.85
3941,4wy6,5.97
3942,2xxx,6.41
3943,2jxr,7.05
3944,3s3q,8.77
3945,3cbp,5.6
3946,4clb,6.55
3947,4dr9,8.0
3948,2vd7,5.38
3949,1g3f,6.37
3950,3sff,6.7
3951,7abp,6.46
3952,4cfw,6.29
3953,3fup,7.66
3954,4pte,7.13
3955,4h58,6.72
3956,3qzv,4.16
3957,1p04,7.4
3958,1ebg,10.82
3959,3hxf,4.96
3960,3st5,11.3
3961,4hnc,3.17
3962,1h9z,5.42
3963,2xg9,4.15
3964,4m7b,6.7
3965,1o5a,6.42
3966,4nhc,7.34
3967,2xgo,3.0
3968,2wzf,7.0
3969,4oth,8.05
3970,4whh,7.4
3971,4lwv,8.22
3972,3thd,4.05
3973,2f3k,7.89
3974,3gjs,4.99
3975,2yiq,7.9
3976,4h42,3.47
3977,3ivi,7.92
3978,1lyb,11.42
3979,3mo5,6.87
3980,2ojj,8.7
3981,5ek0,7.68
3982,4c2v,9.0
3983,2r3n,7.15
3984,2x2r,7.12
3985,1xh3,5.51
3986,1msm,10.48
3987,3jy0,8.3
3988,4glr,9.46
3989,2i40,5.8
3990,1m5w,4.27
3991,3g4g,9.04
3992,2cn0,7.66
3993,1dgm,5.05
3994,3o88,6.37
3995,3arn,5.41
3996,4bfy,6.92
3997,3drr,9.4
3998,4rkx,5.1
3999,4mnv,4.94
4000,3a4p,7.55
4001,1o3b,7.13
4002,2a0t,4.82
4003,4x6o,8.72
4004,1irs,5.22
4005,3bfu,6.27
4006,3kr1,5.74
4007,3cm7,6.57
4008,4ivt,6.0
4009,1upk,6.4
4010,4pv7,6.63
4011,1utj,3.84
4012,1gwm,4.1
4013,1x7b,8.39
4014,3dz5,8.15
4015,3t2q,3.66
4016,4rce,8.7
4017,2zgm,1.79
4018,1ogu,7.47
4019,5e0l,6.4
4020,1qti,6.44
4021,4ab9,3.33
4022,4dfb,4.6
4023,2qnx,5.62
4024,4mzo,6.57
4025,2x3t,6.05
4026,3fqe,8.3
4027,2qbw,7.25
4028,3f7i,7.34
4029,3v01,7.6
4030,1vkj,4.85
4031,3ogp,7.44
4032,3c2r,3.11
4033,2oz5,6.48
4034,2y68,3.6
4035,1zz3,6.54
4036,3pce,2.0
4037,1inc,9.34
4038,3t4n,4.14
4039,3g4f,4.52
4040,2p53,7.46
4041,2yay,6.1
4042,4tu4,3.76
4043,4mk7,6.36
4044,3pcb,2.4
4045,4oag,6.3
4046,3r69,4.43
4047,2qtn,3.42
4048,3k3h,7.06
4049,3ibl,7.84
4050,3byo,8.15
4051,1xog,6.39
4052,2bvs,4.1
4053,3lzs,10.96
4054,2dua,4.77
4055,3d7h,10.22
4056,4whz,9.0
4057,4wmy,7.07
4058,2hw2,2.97
4059,3q4k,7.05
4060,4cby,7.7
4061,3chg,3.99
4062,4fcr,9.4
4063,1b8o,10.64
4064,3oeu,7.51
4065,3snd,5.08
4066,4k76,5.35
4067,2zx8,9.64
4068,1n2v,4.08
4069,3w07,3.38
4070,3npa,3.87
4071,3ccb,4.52
4072,1v1m,3.94
4073,3iu8,6.24
4074,4uvx,7.96
4075,2fxu,8.15
4076,3dp0,5.85
4077,4ezq,5.2
4078,2rk7,4.05
4079,4lh7,4.47
4080,3fdm,8.7
4081,2ay9,2.16
4082,4kc4,3.23
4083,2ynn,5.17
4084,3mpt,6.6
4085,4p3h,6.0
4086,1u2y,1.74
4087,2q9m,7.21
4088,1n95,8.92
4089,3o87,7.6
4090,4vgc,6.9
4091,1sts,5.0
4092,1e55,4.12
4093,1xoz,8.92
4094,4zsr,4.44
4095,4h3f,9.0
4096,1nj5,7.3
4097,4fl3,3.82
4098,2nt7,6.52
4099,4nka,6.51
4100,3f3t,4.59
4101,4yyn,3.96
4102,3mtd,3.47
4103,2mas,7.52
4104,4u4x,5.01
4105,4zb8,6.03
4106,4y8y,9.15
4107,4ux6,5.92
4108,4h2o,5.52
4109,1bm2,6.96
4110,1ntv,5.82
4111,4v05,9.7
4112,4nwm,8.1
4113,2p3d,6.74
4114,2sim,3.42
4115,3ubx,7.6
4116,4waf,5.0
4117,4nyt,2.39
4118,1bo5,3.6
4119,2vpp,6.12
4120,4og7,6.94
4121,1g30,6.85
4122,3czv,7.8
4123,3wgw,5.89
4124,3upk,4.3
4125,3le9,8.22
4126,1mxl,3.81
4127,2ra0,7.8
4128,1hti,5.13
4129,2ccb,7.45
4130,1bdr,6.68
4131,1a52,9.86
4132,4nuf,5.3
4133,2y58,5.5
4134,3piy,6.54
4135,4k69,7.4
4136,3tfn,6.57
4137,3isw,4.05
4138,4gny,4.22
4139,4z1j,8.11
4140,1oj5,6.1
4141,3ljj,6.52
4142,3oad,9.62
4143,3bm8,3.54
4144,3f3w,7.47
4145,3pdc,7.49
4146,3vb4,4.31
4147,4lkh,3.0
4148,1o4o,2.46
4149,3jyr,5.54
4150,4e70,5.28
4151,3k26,3.4
4152,3ifl,8.08
4153,2ww2,4.85
4154,4fqo,5.16
4155,1mh5,9.21
4156,4usi,4.41
4157,3d7z,7.92
4158,3mw1,9.09
4159,3pcc,3.62
4160,3kyq,4.22
4161,4xtz,9.82
4162,3cyz,7.22
4163,3odk,3.14
4164,1r2b,4.94
4165,1ru1,4.74
4166,1ndz,8.11
4167,1bux,4.85
4168,2zaz,6.4
4169,4p7s,7.42
4170,3dsu,7.03
4171,2np9,5.57
4172,1zhy,6.52
4173,4ozj,5.4
4174,1o4f,3.52
4175,3tcp,8.37
4176,2gv7,7.85
4177,2vxa,5.6
4178,4j84,4.69
4179,3qtv,4.65
4180,4b85,4.06
4181,3ud5,3.82
4182,3t0d,2.37
4183,1ppl,8.55
4184,1b6k,8.74
4185,3nsh,6.33
4186,3s73,8.7
4187,1if8,9.64
4188,1akw,8.59
4189,3zv7,5.92
4190,2v7d,6.59
4191,2qf6,6.49
4192,4pgd,6.92
4193,1qpl,8.51
4194,3jxw,9.0
4195,3f80,4.22
4196,4en4,5.52
4197,4knj,7.95
4198,5cxz,6.26
4199,2c9t,7.48
4200,3hy5,7.7
4201,1jmf,5.77
4202,4g90,4.51
4203,3qc9,6.06
4204,2jbo,8.07
4205,4kmu,7.92
4206,4qzs,7.05
4207,1fkn,8.8
4208,4u5l,2.4
4209,3vd4,4.82
4210,1jak,5.57
4211,4xaq,7.14
4212,1vot,6.6
4213,1avp,7.92
4214,3bux,5.63
4215,2btr,7.02
4216,4yrc,2.7
4217,2xl2,5.25
4218,2brp,4.0
4219,5ahw,5.17
4220,2pgl,3.59
4221,3hc8,8.54
4222,2viy,5.74
4223,4fr3,7.15
4224,1xjd,9.48
4225,2h9p,3.72
4226,4dt6,7.23
4227,1p5e,4.81
4228,1o4r,2.41
4229,1agm,12.0
4230,4mmm,3.82
4231,4uiz,4.7
4232,2iw9,8.05
4233,1ej4,7.3
4234,3oxi,5.66
4235,4a7c,8.22
4236,4ayr,7.0
4237,2fgi,7.34
4238,4aof,7.1
4239,1h1h,5.22
4240,4djp,10.55
4241,3tyq,8.3
4242,4ce1,4.38
4243,2f9v,7.82
4244,2hzn,7.39
4245,4f9g,5.62
4246,1db1,9.26
4247,2j87,4.85
4248,1tu6,9.08
4249,3kgu,5.92
4250,4unr,8.7
4251,3k16,5.8
4252,5dms,4.53
4253,4ppa,9.1
4254,3vb6,4.41
4255,2ym5,6.37
4256,1nax,6.43
4257,3p8z,6.09
4258,2h5j,7.91
4259,3snb,4.38
4260,3qtr,6.03
4261,1l6y,3.66
4262,1shc,7.28
4263,1h08,4.55
4264,3rz7,8.96
4265,1rw8,6.76
4266,3c7n,6.7
4267,2clv,7.88
4268,1w6h,9.3
4269,1e8h,5.68
4270,4y2x,6.29
4271,3zvt,5.92
4272,1f73,2.39
4273,1kc7,5.52
4274,2a5c,4.62
4275,2pr9,7.37
4276,5dhj,6.7
4277,2qlj,5.36
4278,3khv,1.85
4279,3q5h,6.25
4280,5bve,11.0
4281,4a4e,3.32
4282,3ecn,3.16
4283,3oe6,8.09
4284,3c6t,8.68
4285,4led,2.3
4286,4euc,6.1
4287,4g34,7.93
4288,4cdr,5.1
4289,3qa2,6.68
4290,2y06,6.1
4291,1xxi,5.52
4292,1kyv,5.92
4293,1a9u,7.32
4294,2z5o,6.0
4295,1nt1,8.89
4296,3jdw,3.6
4297,3oay,1.7
4298,1vcj,4.59
4299,1sdt,9.27
4300,1hi3,4.19
4301,4urv,2.77
4302,4kn4,7.24
4303,2ajl,7.89
4304,3ioi,6.28
4305,3juq,4.91
4306,3mt9,4.59
4307,3ctt,6.35
4308,1umw,6.55
4309,3p9l,5.3
4310,3e7o,6.92
4311,4efu,6.6
4312,4zla,7.3
4313,3nw7,8.28
4314,1d04,4.59
4315,4gqp,9.6
4316,1kjr,6.06
4317,1tqf,5.85
4318,3doy,5.82
4319,4g0y,2.3
4320,4fxp,4.09
4321,4yz5,2.83
4322,3r42,4.08
4323,4bzo,7.89
4324,4de7,4.8
4325,1jmg,6.07
4326,5ajv,6.24
4327,4bf6,8.35
4328,3hw1,3.06
4329,3rtm,4.42
4330,2qi4,10.44
4331,1sw1,7.3
4332,1w1v,2.2
4333,4rab,7.4
4334,4l52,8.4
4335,4jzb,6.47
4336,4q07,8.14
4337,3jpv,6.92
4338,3jzk,5.91
4339,4obz,5.72
4340,4knn,7.78
4341,3hdk,4.76
4342,2cnh,7.23
4343,2ybt,4.7
4344,1ado,6.0
4345,2vwx,7.4
4346,4kza,3.7
4347,2wyj,9.0
4348,4oys,8.82
4349,2mpa,8.04
4350,4b70,5.2
4351,1o2s,5.47
4352,2c6e,9.1
4353,4ufm,3.72
4354,2h1h,4.52
4355,1v2v,3.37
4356,4umr,3.8
4357,1rt9,10.25
4358,1vea,7.52
4359,3aau,5.05
4360,2q1j,9.1
4361,3nil,3.46
4362,3l8x,8.0
4363,4ke1,8.6
4364,4qp2,3.03
4365,2lpr,8.89
4366,4zb6,6.28
4367,3fdn,7.48
4368,5d12,7.37
4369,3m6p,8.35
4370,4omc,10.78
4371,4ohk,8.3
4372,3vbt,4.43
4373,4y59,5.24
4374,3odu,8.14
4375,2cia,6.43
4376,4na4,6.92
4377,3zls,4.4
4378,2pu0,7.82
4379,3qce,5.6
4380,3c7p,10.0
4381,3nzx,5.17
4382,1axs,7.77
4383,4omd,9.01
4384,3o1d,5.74
4385,1ql7,5.0
4386,4ot6,5.92
4387,2wzx,6.0
4388,2rkm,3.9
4389,3r8z,4.31
4390,3ov1,5.2
4391,3ufa,5.0
4392,4wef,2.59
4393,2jle,6.42
4394,3wdd,6.11
4395,1s89,5.24
4396,2xct,4.51
4397,2f6t,4.62
4398,1qpb,1.36
4399,1ao0,4.96
4400,4q4o,7.46
4401,1g9t,3.28
4402,1lek,8.89
4403,4ciz,7.29
4404,4xm6,4.05
4405,3f16,8.23
4406,4ipi,5.32
4407,2gde,8.24
4408,2xib,7.26
4409,3b50,7.55
4410,2gg7,5.76
4411,2gfj,3.82
4412,4avs,3.49
4413,3tvw,4.43
4414,4p72,4.09
4415,2m0v,5.97
4416,3mle,5.24
4417,1vj6,5.1
4418,2wf4,7.89
4419,2w6p,6.48
4420,5cf5,8.6
4421,3l7a,4.33
4422,5abg,8.05
4423,4fns,6.7
4424,1jil,8.4
4425,2iqg,8.3
4426,4eej,7.15
4427,3qt7,7.31
4428,3u92,7.48
4429,2i4j,6.16
4430,4jjs,6.7
4431,3r04,6.92
4432,4ewr,6.27
4433,1uwt,5.97
4434,1pg2,4.96
4435,3iph,7.6
4436,3og7,7.51
4437,2y7i,5.54
4438,4qev,7.66
4439,4yzc,8.52
4440,1w51,6.3
4441,2c6l,6.57
4442,1snk,9.6
4443,4mic,5.3
4444,3g1m,6.3
4445,4cwo,5.21
4446,4i0d,6.21
4447,2bgd,5.0
4448,3tam,8.43
4449,3h30,4.53
4450,4h5c,7.55
4451,4jsr,8.4
4452,1aq1,8.15
4453,4bcq,6.83
4454,3jzc,8.53
4455,1tl9,5.52
4456,4q0k,4.87
4457,4nb3,7.66
4458,3krd,8.17
4459,1odi,4.21
4460,2xs0,5.15
4461,4yps,7.12
4462,2phb,9.49
4463,3o0e,5.74
4464,4kz3,2.77
4465,2x8z,7.96
4466,3gn7,8.3
4467,2k62,4.7
4468,1rtl,5.59
4469,4ajo,7.03
4470,3s78,6.47
4471,3sud,9.85
4472,5lpr,6.57
4473,1a37,6.92
4474,2a5b,3.93
4475,4djo,11.52
4476,5c7c,5.26
4477,1xws,8.0
4478,4jfi,4.74
4479,1tkz,6.62
4480,4byj,6.57
4481,4s2i,9.0
4482,1iau,7.1
4483,1a1c,6.4
4484,2wyf,4.43
4485,3fh8,6.74
4486,4anu,7.68
4487,4o5g,4.3
4488,4yik,6.89
4489,3f7z,7.19
4490,2r1y,4.51
4491,2fzz,10.52
4492,3h8c,7.72
4493,3v8w,8.07
4494,3pbb,7.02
4495,3hzk,6.7
4496,2ewa,7.94
4497,1b9t,5.1
4498,3emg,8.05
4499,3krj,8.96
4500,4o3u,6.4
4501,4i8z,11.05
4502,4emt,5.3
4503,3q92,7.92
4504,4h5d,6.24
4505,4x6s,5.24
4506,4r6w,5.27
4507,4gw8,6.06
4508,3gxz,7.89
4509,3fvl,6.07
4510,2rl5,8.4
4511,3s2v,6.8
4512,4fvq,6.0
4513,3kqt,5.34
4514,1cw2,6.15
4515,2byh,6.59
4516,3bkl,6.17
4517,3qk0,8.7
4518,1vik,9.52
4519,2qrk,4.26
4520,2aei,7.07
4521,4u6r,7.85
4522,3zi0,7.4
4523,2igy,6.95
4524,2z4y,6.15
4525,3sxu,5.05
4526,1dzk,6.1
4527,3ove,6.57
4528,4a4g,2.99
4529,1d4l,8.77
4530,4y8x,8.43
4531,4qxt,7.8
4532,3ml2,8.05
4533,4wpf,6.6
4534,4uia,6.72
4535,4x7q,7.85
4536,5ai1,6.47
4537,4jkt,7.09
4538,2ccu,6.13
4539,4ksp,8.8
4540,4k8a,4.02
4541,3rv4,2.3
4542,1vyj,7.0
4543,3rxd,3.73
4544,4hlc,6.76
4545,2cmo,6.4
4546,4qoc,9.92
4547,4yat,5.03
4548,4asy,4.22
4549,5ajy,6.3
4550,4zy6,8.3
4551,3atl,4.76
4552,4lzr,4.7
4553,3dxk,6.33
4554,4e3k,9.1
4555,3vvz,4.58
4556,4og4,6.02
4557,3ens,8.05
4558,1pwy,4.05
4559,4yur,9.8
4560,4q4e,6.72
4561,4cwp,6.77
4562,5ake,7.82
4563,1v3x,7.62
4564,4wt6,7.92
4565,3i3d,1.99
4566,2qft,5.26
4567,2yfx,8.09
4568,2p2a,6.12
4569,4u90,6.54
4570,4ymg,4.68
4571,1zzz,5.14
4572,1mzs,5.15
4573,1oai,5.0
4574,2ow3,8.52
4575,1ba8,9.0
4576,1x8r,6.12
4577,4e5i,5.3
4578,5aol,2.32
4579,4cy1,6.74
4580,4z1s,6.1
4581,4n6h,9.28
4582,1e2l,4.29
4583,1him,7.7
4584,2aie,5.66
4585,1h1d,8.22
4586,3uvl,5.69
4587,5dgw,11.05
4588,1h26,5.54
4589,2xx4,7.1
4590,2r3j,8.0
4591,4urk,5.96
4592,5cvd,6.41
4593,1xh6,7.32
4594,1f3e,6.7
4595,1tve,5.68
4596,2fv9,7.22
4597,3dei,7.4
4598,1r78,8.52
4599,1d4j,8.36
4600,2h6t,7.22
4601,4gs6,7.15
4602,3ha6,5.68
4603,3djo,4.39
4604,3fcf,4.4
4605,4v24,8.37
4606,3k4d,5.11
4607,4d08,8.0
4608,1i90,8.89
4609,3qfd,4.17
4610,3i6m,6.46
4611,3gjt,6.77
4612,4e35,4.62
4613,4ytf,8.15
4614,1lkl,5.81
4615,1uyd,3.7
4616,3bvb,5.49
4617,3jzj,3.61
4618,1ktt,5.82
4619,4l7n,4.84
4620,4qz5,5.26
4621,2qyn,6.24
4622,2vnt,8.0
4623,3pwh,8.72
4624,3ilq,5.21
4625,2wbd,6.64
4626,4bak,8.91
4627,2xm9,8.05
4628,2wfj,7.15
4629,4oru,3.68
4630,3m58,5.48
4631,4y2t,3.82
4632,4jfe,4.51
4633,2g5u,8.49
4634,1e02,6.15
4635,2r5a,2.6
4636,3qpn,7.77
4637,5dq8,4.14
4638,3i97,5.52
4639,4ara,6.05
4640,1gvk,3.05
4641,3u3u,6.88
4642,3l5b,3.91
4643,1nw4,9.07
4644,4c9x,7.32
4645,1ghy,8.1
4646,3ueo,4.03
4647,1onp,7.52
4648,3lpg,6.16
4649,4p6e,5.89
4650,3p17,4.48
4651,4o0t,5.54
4652,1c3r,6.4
4653,1i41,4.57
4654,5aes,2.89
4655,3kdt,6.59
4656,3pj1,7.32
4657,4b3u,5.33
4658,1b0f,7.7
4659,4gk3,7.25
4660,4zzz,7.06
4661,1q8w,5.24
4662,3m6q,7.32
4663,4gzp,7.84
4664,3rz9,6.92
4665,2fix,6.24
4666,3jwr,8.07
4667,3nik,3.45
4668,1jlq,8.15
4669,1w11,8.22
4670,9lpr,5.7
4671,4wf6,6.3
4672,1qx1,2.12
4673,4jzf,6.76
4674,4lww,7.54
4675,1bb0,8.36
4676,3hng,6.74
4677,2fs8,7.6
4678,4qc1,4.99
4679,4gui,3.64
4680,4cp5,3.34
4681,3v6s,9.12
4682,3s4q,8.4
4683,2c8w,8.43
4684,2x8d,6.1
4685,2vd4,4.74
4686,2wzz,5.4
4687,3uix,6.82
4688,3zcl,8.0
4689,4ps7,7.41
4690,3sdk,6.8
4691,3sm0,6.13
4692,1cze,2.62
4693,3zrm,6.89
4694,2qcd,3.4
4695,2g78,6.92
4696,4pyo,4.52
4697,2onz,8.89
4698,4qvw,5.38
4699,2gg0,5.77
4700,3hfz,4.89
4701,4n7h,5.48
4702,1t7j,8.7
4703,1uef,5.49
4704,3hiv,8.12
4705,2hy0,9.19
4706,4xcu,8.22
4707,4ona,8.15
4708,4ibg,3.97
4709,1qkn,8.47
4710,1x8t,7.8
4711,2wnj,6.48
4712,3p3r,7.25
4713,4hbn,6.1
4714,3mxe,10.01
4715,4j7e,4.85
4716,1mv0,4.03
4717,4lp6,8.27
4718,3p7c,7.66
4719,2wi4,5.81
4720,1nl9,5.96
4721,3mz3,7.83
4722,1xk5,6.0
4723,2bb7,5.67
4724,2h9t,4.7
4725,4qip,5.15
4726,2j7f,6.35
4727,3d9n,4.05
4728,1qbv,5.39
4729,2jk7,7.17
4730,4uwl,8.57
4731,1yei,7.46
4732,5djr,4.86
4733,1p7m,4.38
4734,1xug,7.05
4735,3k7f,7.7
4736,3e9i,6.22
4737,5auz,4.01
4738,1mrw,9.7
4739,2fuu,5.57
4740,4hxz,6.05
4741,4rrr,4.44
4742,4kzb,2.89
4743,1jut,7.32
4744,4g68,7.92
4745,1bsk,4.12
4746,1c3e,6.59
4747,2w71,6.48
4748,2gzl,4.82
4749,3zxz,8.4
4750,3t1m,3.04
4751,1at5,4.19
4752,4h36,4.27
4753,4hn2,6.89
4754,3cfs,5.96
4755,1jq3,6.7
4756,2jbu,3.4
4757,3t8w,7.54
4758,4ppc,9.03
4759,2d06,4.08
4760,4hws,9.1
4761,3bh8,7.95
4762,4gwk,3.34
4763,3aya,4.33
4764,3k5d,7.28
4765,3hnz,7.72
4766,1d6v,6.17
4767,4aj1,3.11
4768,3fr5,6.35
4769,1ih0,5.0
4770,1k21,8.38
4771,4u0i,8.22
4772,3aas,4.51
4773,3stj,4.8
4774,1oiu,6.68
4775,1i7z,6.4
4776,1elr,4.96
4777,2xk9,10.15
4778,4e1m,7.26
4779,3tib,6.89
4780,4c1d,5.36
4781,3sl1,3.59
4782,3ho2,6.95
4783,1rnt,5.19
4784,1p0y,1.0
4785,4w55,4.74
4786,3wcg,6.85
4787,2wev,8.0
4788,3wkd,3.77
4789,5a5z,4.08
4790,3ws8,6.68
4791,1c87,4.2
4792,3wc5,8.7
4793,2xni,7.37
4794,4kp5,6.08
4795,3bwk,3.94
4796,3k8c,2.92
4797,4mvh,8.35
4798,4kby,6.73
4799,2alv,4.15
4800,4urm,8.05
4801,3x00,9.08
4802,2rnw,2.98
4803,1nw7,5.09
4804,2f3f,6.72
4805,3jrx,9.0
4806,3rv3,2.0
4807,4quo,7.92
4808,5boy,5.6
4809,2bed,8.15
4810,4e1n,7.17
4811,4wyz,4.3
4812,1fw0,5.43
4813,2x7d,6.7
4814,2hah,8.0
4815,3k37,8.92
4816,3wc7,8.26
4817,2giu,8.82
4818,3cyw,7.77
4819,1ajq,4.31
4820,2igw,1.31
4821,1y19,6.77
4822,1it6,8.39
4823,3zvy,5.1
4824,3dpo,8.26
4825,3udd,7.1
4826,2g9v,5.92
4827,4mro,7.06
4828,2vfk,3.71
4829,4bqy,5.96
4830,2h6k,5.06
4831,2w3o,6.72
4832,1ysi,7.44
4833,1jgl,8.7
4834,4gm8,9.0
4835,3moe,4.3
4836,4d1s,7.66
4837,3fbr,4.82
4838,3nal,8.1
4839,3mrx,3.39
4840,4i7m,4.14
4841,3kgt,5.51
4842,2ylp,4.3
4843,3q6s,6.74
4844,3uxd,4.41
4845,3qkm,7.42
4846,4a9r,7.8
4847,2hdu,2.3
4848,3ik3,8.7
4849,2w3i,10.0
4850,3eyl,6.6
4851,3pj3,5.25
4852,3hv3,6.33
4853,1xge,4.68
4854,4egi,3.82
4855,2llq,5.82
4856,4qz3,5.51
4857,2ans,5.92
4858,1o9e,4.18
4859,2qg0,5.72
4860,3jzq,6.96
4861,1wum,5.29
4862,2w1d,6.04
4863,1wok,7.48
4864,4b1d,7.49
4865,4obq,7.19
4866,4i11,4.57
4867,2pqc,5.74
