,pdbid,-logKd/Ki
3673,2v59,7.74
3674,2pj8,7.74
3675,4n6g,5.47
3676,2vcq,6.04
3677,4gw6,6.2
3678,2kp8,4.0
3679,4c5w,5.48
3680,3qx8,2.86
3681,3tv6,8.32
3682,1upf,4.6
3683,2yiq,7.9
3684,1j7z,7.7
3685,3u92,7.48
3686,1oai,5.0
3687,4jxv,4.51
3688,1czl,9.15
3689,5bml,8.0
3690,3su1,6.68
3691,3o8h,6.24
3692,5akk,4.0
3693,4qbm,4.58
3694,3ttz,8.4
3695,2xl3,5.25
3696,2wos,3.9
3697,4cft,4.95
3698,4twc,7.4
3699,5cep,6.84
3700,2fv9,7.22
3701,4bw1,5.9
3702,1stc,8.1
3703,4bo0,6.7
3704,4nus,8.3
3705,2p4s,9.51
3706,3p78,6.96
3707,4oyb,5.8
3708,3rxg,2.15
3709,1xpc,8.77
3710,1shd,6.17
3711,2oi2,6.3
3712,3eks,5.7
3713,3k4d,5.11
3714,4pzh,8.0
3715,187l,3.37
3716,2pwc,6.57
3717,1i5d,8.0
3718,3c56,7.89
3719,3v49,8.02
3720,3wk8,4.31
3721,3v6s,9.12
3722,1j14,4.49
3723,1jj9,5.77
3724,1r0p,8.0
3725,3b2q,4.55
3726,1snk,9.6
3727,2o48,6.01
3728,2qzx,8.22
3729,4lm4,3.04
3730,4hup,4.82
3731,4clb,6.55
3732,3ibu,9.15
3733,3qu0,7.7
3734,3kqt,5.34
3735,4mmf,6.53
3736,4og3,6.55
3737,1ugy,3.72
3738,1b74,1.3
3739,1thz,5.15
3740,2l8j,5.52
3741,3uza,8.94
3742,2xaj,3.77
3743,4aq3,7.43
3744,1rbo,12.72
3745,4l53,7.55
3746,1g52,9.54
3747,4b5t,3.33
3748,3poz,7.64
3749,2vaq,8.52
3750,1pmx,5.14
3751,2y2i,4.59
3752,1jn4,4.95
3753,4zs2,5.49
3754,2etm,6.67
3755,1n0t,4.91
3756,1xs7,7.6
3757,5em8,5.96
3758,3bmq,5.49
3759,4hmh,6.21
3760,3lvw,2.67
3761,4ylk,6.74
3762,3d51,4.15
3763,4mot,7.3
3764,1td7,4.37
3765,1rri,5.82
3766,3wvm,5.71
3767,1ilh,7.39
3768,4pl5,4.96
3769,1aqc,5.34
3770,2etk,6.82
3771,3vap,8.4
3772,1jd6,7.39
3773,3dk1,9.74
3775,2fci,7.15
3776,3nii,4.23
3777,2ydo,7.51
3778,3vtb,9.3
3779,1a52,9.86
3780,3b7j,5.17
3781,2a25,4.62
3782,2w77,9.19
3783,3avl,4.18
3784,1dmp,9.55
3785,3v5l,8.15
3786,1lah,7.52
3787,1clu,8.27
3788,5d1u,5.96
3789,4ark,7.2
3790,2oh0,7.74
3791,3vdb,2.52
3792,1ocq,5.19
3793,2ioa,5.49
3794,1xor,6.41
3795,1zs0,6.15
3796,2fqy,6.57
3797,1bmk,7.6
3798,4rj4,7.8
3799,3v8t,9.52
3800,4eh7,3.28
3801,4um1,5.77
3802,1ejn,5.62
3803,4anm,7.55
3804,1om9,4.15
3805,2vsl,8.4
3806,1lpz,7.6
3807,3rl8,5.98
3808,4jfm,5.48
3809,1nju,7.3
3810,2weh,5.95
3811,4w9s,6.82
3812,1ajn,2.63
3813,1h4n,4.92
3814,4cby,7.7
3815,4dgn,6.46
3816,3bbb,7.0
3817,1hk2,6.77
3818,4exs,4.41
3819,4gng,3.54
3820,2e91,6.59
3821,3n5u,5.92
3822,2aou,7.73
3823,1w11,8.22
3824,4x61,9.0
3825,2gvv,3.9
3826,2xk4,4.77
3827,3t1n,6.1
3828,1vkj,4.85
3829,3sl5,7.66
3830,1xog,6.39
3831,4mg7,6.36
3832,4pmm,7.57
3833,4w4s,5.02
3834,1aaq,8.4
3835,1h3a,6.55
3836,1hdq,5.82
3837,3c1k,9.44
3838,2xas,5.89
3839,4rlw,4.87
3840,1w70,3.7
3841,1zoe,7.4
3842,3mho,6.49
3843,4gwi,3.69
3844,4ayq,7.33
3845,1qm5,5.82
3846,4zz1,7.89
3847,1u33,4.6
3848,1y6b,7.42
3849,2viw,7.14
3850,4j08,6.66
3851,4cc3,4.14
3852,4njd,4.84
3853,1uw6,7.34
3854,3qtr,6.03
3855,3gm0,7.77
3856,1y8o,5.89
3857,3g86,8.3
3858,1rt9,10.25
3859,1v2t,4.71
3860,1nq0,10.32
3861,1x8j,6.96
3862,4glw,6.1
3863,4aom,7.07
3864,3odk,3.14
3865,4rx7,8.3
3866,1n4h,6.55
3867,2x91,6.74
3868,3u0d,10.0
3869,4w57,4.85
3870,2lgf,5.57
3871,4i6h,8.3
3872,4c6z,3.45
3873,1pau,9.46
3874,1e37,3.7
3875,3nu6,9.3
3876,4ww6,10.21
3877,5akw,6.39
3878,1n7j,6.43
3879,3q2h,9.16
3880,1xsc,4.3
3881,4a7j,7.0
3882,4x6i,8.0
3883,4ob1,6.3
3884,4fxf,5.19
3885,5alt,4.88
3886,4jai,8.4
3887,2pu2,4.43
3888,1li6,3.8
3889,2jkt,6.51
3890,2wtj,6.15
3891,4itj,6.42
3892,2xxr,6.55
3893,3dp0,5.85
3894,3acl,6.22
3895,4y8d,8.05
3896,3lxl,8.3
3897,1idg,7.19
3898,2wmx,6.07
3899,5cap,7.28
3900,2c6e,9.1
3901,2wa4,4.74
3902,1wcq,6.26
3903,4zb8,6.03
3904,1zzl,8.3
3905,4u0n,5.77
3906,1ocn,6.39
3907,1vja,7.7
3908,1sm2,8.0
3909,3odu,8.14
3910,2qc6,7.0
3911,3s9i,5.7
3912,2w71,6.48
3913,4x49,4.53
3914,4k5m,3.71
3915,3krj,8.96
3916,4p73,7.66
3917,1yvm,6.4
3918,3fup,7.66
3919,1njd,5.57
3920,4fxj,3.62
3921,4c6x,3.76
3922,1h7a,4.72
3923,3kab,3.2
3924,3wkb,4.21
3925,4ibg,3.97
3926,4v24,8.37
3927,3r7o,8.36
3928,4pv5,6.54
3929,3wnt,6.28
3930,3m40,6.77
3931,1pfu,2.72
3932,4jal,4.6
3933,1xt8,6.85
3934,4i9u,3.86
3935,4m5r,3.0
3936,9lpr,5.7
3937,5c3p,4.46
3938,3r2b,8.4
3939,2q7m,8.8
3940,1dtq,8.22
3941,3cf9,4.83
3942,1w7h,3.0
3943,4pee,8.32
3944,1rpf,3.99
3945,2lsv,5.27
3946,2w87,4.65
3947,4pp9,7.37
3948,2xui,15.0
3949,4tu4,3.76
3950,2xm2,4.62
3951,2oi0,7.55
3952,3r8z,4.31
3953,2y1d,6.82
3954,4xnv,6.79
3955,1q4w,6.46
3956,1g98,5.7
3957,2jkm,7.75
3958,3grj,3.0
3959,4tun,5.41
3960,2pix,4.3
3961,3ftz,2.7
3962,4bcw,4.0
3963,4a4c,3.61
3964,3iog,5.52
3965,1t7j,8.7
3966,1f9e,8.7
3967,4mpe,6.37
3968,2w0z,4.03
3969,4eg4,7.89
3970,3bbt,6.15
3971,2upj,7.39
3972,4fll,5.29
3973,4rww,5.85
3974,2xnm,6.8
3975,4m5u,7.96
3976,3ozg,9.19
3977,1cnw,7.72
3978,1d6w,5.96
3979,4p5e,5.55
3980,2o65,6.19
3981,4dpy,5.37
3982,5ea3,8.77
3983,4prb,3.88
3984,4ibj,4.33
3985,2jdu,6.72
3986,2f1b,3.0
3987,3sax,6.57
3988,2hug,5.97
3989,2r7b,7.22
3990,2fl6,7.42
3991,2xae,7.3
3992,2xkf,6.06
3993,1uom,7.72
3994,4hcu,8.0
3995,2yix,8.48
3996,3vd4,4.82
3997,1j80,6.52
3998,3rxj,3.06
3999,3tiy,4.77
4000,1tc1,2.7
4001,4b33,3.37
4002,3ipb,6.7
4003,3s9z,6.22
4004,3qo2,6.85
4005,2cgx,4.81
4006,2wnl,6.0
4007,4x7q,7.85
4008,3d9v,8.22
4009,4jvb,7.41
4010,1ndv,5.92
4011,3cf1,6.64
4012,1o3c,7.13
4013,1qka,5.92
4014,4b6f,3.3
4015,2ph6,7.57
4016,3wk6,5.2
4017,4r5a,8.7
4018,3nsn,7.19
4019,3jqa,4.46
4020,2gmx,7.11
4021,4ask,7.22
4022,1ela,6.36
4023,3fhe,8.6
4024,3vbv,5.0
4025,2onb,5.57
4026,2h02,6.49
4027,3iqh,4.59
4028,3zsy,3.23
4029,4deu,5.64
4030,4iur,5.58
4031,1lf8,5.46
4032,2brn,5.26
4033,4lbo,5.77
4034,2r59,8.19
4035,3pj2,5.14
4036,4bis,5.85
4037,1y3p,4.82
4038,3g4i,9.04
4039,4g55,4.92
4040,2o7e,6.22
4041,4db7,6.56
4042,1t1s,5.15
4043,4jmh,8.68
4044,1km3,4.91
4045,3v5t,8.22
4046,1xr8,6.7
4047,1i37,9.57
4048,1xh3,5.51
4049,2o4s,10.51
4050,2fm5,7.37
4051,5dq8,4.14
4052,2j7b,6.62
4053,4g0a,7.6
4054,1ew8,2.26
4055,3m2w,8.52
4056,1v2n,5.9
4057,4yef,5.35
4058,2xiy,2.44
4059,4lh2,1.24
4060,2nqg,6.48
4061,4mxa,8.92
4062,4xm8,3.02
4063,3caj,8.1
4064,4cjp,3.32
4065,4d8s,6.49
4066,3pqz,4.46
4067,4jik,7.74
4068,1ikv,6.28
4069,1b6h,7.82
4070,4tmf,5.48
4071,3r02,9.0
4072,3fx6,6.8
4073,3ekv,9.41
4074,4rse,6.4
4075,3lc3,5.23
4076,4oym,4.96
4077,4ci3,6.81
4078,3ebb,5.3
4079,4wj5,6.29
4080,3drr,9.4
4081,2j79,5.96
4082,4uib,9.0
4083,1pwp,6.3
4084,4hvi,7.16
4085,2mnz,5.19
4086,2q2c,6.38
4087,2gc8,5.51
4088,3c8e,4.15
4089,2wbd,6.64
4090,3f6h,4.72
4091,4pnm,5.85
4092,4b85,4.06
4093,2pe2,8.4
4094,4ad2,6.2
4095,4yuz,5.04
4096,4qws,6.5
4097,1sl3,11.85
4098,1gca,6.7
4099,4ayx,3.7
4100,1sdu,10.07
4101,4jz1,6.7
4102,1qft,8.77
4103,3lir,6.92
4104,3d9n,4.05
4105,4jjg,8.7
4106,1sqn,9.4
4107,3ta0,3.47
4108,2vth,3.92
4109,4avw,7.62
4110,3b95,5.15
4111,4mk1,4.8
4112,3que,8.82
4113,4qz5,5.26
4114,4lov,7.77
4115,4oue,3.3
4116,2b4m,3.53
4117,2vb8,4.6
4118,3h1x,5.89
4119,1x38,8.77
4120,4qsw,1.68
4121,3gww,0.45
4122,4e28,5.89
4123,3s0o,4.48
4124,2z5t,5.62
4125,1nh0,9.74
4126,2zx9,10.27
4127,2bdj,9.35
4128,4pra,5.66
4129,3sh1,7.39
4130,3lbj,4.96
4131,1ndw,5.23
4132,4o78,5.34
4133,5afx,5.92
4134,4k69,7.4
4135,4i6q,7.52
4136,4nmt,4.85
4137,3hfz,4.89
4138,2bys,9.52
4139,3opm,6.62
4140,2ay9,2.16
4141,2zyn,5.92
4142,4kiu,3.85
4143,2rkm,3.9
4144,4fs3,7.85
4145,1sdv,8.74
4146,4zuo,6.41
4147,1shc,7.28
4148,4cpx,7.77
4149,3t0m,3.94
4150,2cfd,7.49
4151,2c5y,6.6
4152,2ooh,5.89
4153,2avs,7.57
4154,4q1x,11.15
4155,5c2a,8.32
4156,2gnh,6.83
4157,4n8d,4.92
4158,1lzq,8.39
4159,1yvx,5.1
4160,3bxe,5.48
4161,3k5g,8.6
4162,456c,9.77
4163,4pkv,5.25
4164,4r1e,7.28
4165,4ymg,4.68
4166,4flj,5.13
4167,3s75,6.82
4168,4nym,3.55
4169,3cpc,5.3
4170,1pmu,6.23
4171,1cgl,6.87
4172,4bgm,6.21
4173,2f94,6.71
4174,5awj,9.68
4175,2d1x,5.1
4176,2oyk,5.3
4177,2a3c,4.43
4178,1nq7,6.8
4179,2yis,8.77
4180,3ex3,4.44
4181,4ykn,8.0
4182,4o70,4.72
4183,4b8p,6.85
4184,4pin,5.4
4185,5aku,6.82
4186,3wv1,11.41
4187,2r05,5.15
4188,3k8q,11.28
4189,2wbb,6.04
4190,4omd,9.01
4191,4dgg,6.1
4192,2ych,3.0
4193,4tk5,7.49
4194,3o5n,4.76
4195,2r6n,9.0
4196,4rg0,7.3
4197,4eh6,2.46
4198,4ejn,8.3
4199,4wke,8.1
4200,1bp0,5.4
4201,4awf,5.57
4202,1nnk,5.46
4203,2j4k,4.85
4204,1la3,4.0
4205,3qup,6.32
4206,3arr,5.4
4207,3eor,1.4
4208,1pot,5.49
4209,2nqi,6.11
4210,2pzi,6.1
4211,3ft2,7.36
4212,3at4,8.1
4213,4y3b,4.87
4214,1pw6,5.22
4215,3tku,5.72
4216,1jao,5.92
4217,1mm7,7.7
4218,4igq,4.52
4219,2ff2,8.21
4220,3fc1,8.0
4221,3oyl,6.7
4222,4mp7,5.74
4223,2g6p,6.22
4224,4rxh,5.91
4225,1ukh,6.38
4226,1eas,7.74
4227,3kdb,9.85
4228,3zi0,7.4
4229,1a1c,6.4
4230,3qi4,3.93
4231,5alz,8.22
4232,1vyz,6.54
4233,4hlm,6.77
4234,1mtr,8.4
4235,4zud,8.16
4236,4zsa,7.82
4237,2h5d,8.19
4238,2xqq,4.82
4239,4u69,4.26
4240,4k10,6.92
4241,3new,5.0
4242,3obq,3.54
4243,2w6p,6.48
4244,3dsu,7.03
4245,1p28,5.42
4246,3q7p,5.8
4247,2zdx,3.19
4248,2y7k,4.93
4249,1c5p,4.68
4250,2h8h,8.57
4251,3kme,6.14
4252,3fmq,7.95
4253,4h3q,5.1
4254,3oy3,7.45
4255,1h1h,5.22
4256,1ll4,7.22
4257,3uxd,4.41
4258,4rd3,6.47
4259,1qjb,6.38
4260,4htp,5.62
4261,3er3,7.09
4262,5c7e,5.0
4263,2yiv,2.78
4264,4urw,2.8
4265,1ogx,6.09
4266,4lxz,6.74
4267,4pkt,4.83
4268,1rhr,8.1
4269,2xp7,5.77
4270,3q7q,5.65
4271,1hs6,5.38
4272,4dce,6.76
4273,4bv2,3.74
4274,3nnw,8.05
4275,4uu8,6.54
4276,2vto,6.85
4277,4o71,4.74
4278,4dxj,7.42
4279,2bdl,7.82
4280,2pj1,8.01
4281,4cqe,8.43
4282,4zba,5.51
4283,1t13,7.38
4284,3lrh,7.35
4285,1o2h,7.17
4286,2c6o,8.22
4287,1u9v,8.22
4288,2xck,6.15
4289,4kva,3.94
4290,1tl3,6.2
4291,2oz5,6.48
4292,4us4,5.32
4293,2oh4,8.46
4294,2pqz,5.67
4295,3tki,10.3
4296,3mi3,5.45
4297,1t69,6.32
4298,3fcb,5.31
4299,1o3d,7.13
4300,1fsw,6.49
4301,2uy3,3.22
4302,3u4u,8.52
4303,4pmp,6.4
4304,1m2r,6.46
4305,3cfs,5.96
4306,2j3q,6.15
4307,4wn5,7.41
4308,2e9o,7.7
4309,1pwu,5.68
4310,2p2i,7.42
4311,4g8v,5.8
4312,2mow,5.96
4313,3p79,5.64
4314,2hdu,2.3
4315,1w1g,7.68
4316,4m13,6.7
4317,4yay,8.54
4318,3d1x,8.66
4319,3d4f,7.72
4320,3d7m,6.44
4321,3fzt,6.2
4322,4wey,3.5
4323,1czc,2.82
4324,2pu1,5.85
4325,2vcx,7.68
4326,2uym,5.51
4327,3sn7,9.15
4328,2evc,6.54
4329,3hyf,5.92
4330,4uce,3.17
4331,3o1d,5.74
4332,4luz,4.7
4333,3u4h,4.25
4334,3iof,5.22
4335,2qtu,9.28
4336,1ydd,7.07
4337,4q09,8.17
4338,3eft,7.92
4339,3sdg,5.55
4340,3iqv,5.18
4341,3dpf,7.24
4342,1b9t,5.1
4343,3kgu,5.92
4344,1ax2,3.99
4345,4yx9,5.35
4346,4hej,4.62
4347,1nu3,4.0
4348,2y8q,5.82
4349,1zhk,4.45
4350,1w1d,6.52
4351,1j1a,7.54
4352,2uw3,4.1
4353,4k5y,8.17
4354,3anr,6.46
4355,3rtf,7.35
4356,5c91,3.61
4357,5a83,6.8
4358,4o43,4.3
4359,4fxq,5.77
4360,3gnv,7.03
4361,3ieo,6.48
4362,3btl,5.96
4363,1cze,2.62
4364,1fiv,6.59
4365,3ds6,9.1
4366,1tps,8.0
4367,3s54,9.64
4368,5d12,7.37
4369,1v11,3.98
4370,3ao2,3.77
4371,1nmk,8.24
4372,2nxm,5.19
4373,4ztm,7.6
4374,220l,3.4
4375,1mhw,7.35
4376,4qrc,6.34
4377,1xbc,7.92
4378,4eoy,6.49
4379,2w4i,6.3
4380,1y2d,5.7
4381,1pmn,8.15
4382,3owk,5.82
4383,4l3p,5.92
4384,4pn1,6.17
4385,4r6w,5.27
4386,4e3m,9.7
4387,1udu,9.05
4388,1hvr,9.51
4389,2ftd,10.39
4390,2zit,4.46
4391,4bj9,7.35
4392,4bdf,4.09
4393,4hym,8.22
4394,4ikt,6.17
4395,4jck,2.37
4396,3q77,8.22
4397,4q7w,2.64
4398,1fpi,5.89
4399,2zwz,7.79
4400,3chd,4.92
4401,4mm4,6.37
4402,5ajo,4.96
4403,4i5c,8.82
4404,2x8i,6.72
4405,1atr,6.96
4406,1il4,2.85
4407,4epy,3.47
4408,3hs8,5.3
4409,2ay1,2.29
4410,3pwd,6.66
4411,4q93,4.65
4412,3g2w,5.66
4413,4zwx,8.7
4414,4mm9,5.68
4415,4cps,8.27
4416,1bnm,10.0
4417,4ca5,9.39
4418,2c57,3.43
4419,1fao,7.37
4420,2uup,3.98
4421,2c94,6.82
4422,4tkj,6.04
4423,4j0s,6.42
4424,2jk7,7.17
4425,3v7s,7.05
4426,1drv,6.54
4427,2ath,6.82
4428,4l7c,5.13
4429,3qak,8.32
4430,3djp,4.2
4431,2ybu,6.38
4432,5alw,5.15
4433,3d1v,3.49
4434,5e1o,5.43
4435,2x8d,6.1
4436,1dqx,11.05
4437,2xuf,14.39
4438,4b6q,7.55
4439,4kif,4.84
4440,3wtm,7.0
4441,4ih3,4.82
4442,4i0t,7.59
4443,3axk,4.15
4444,4jss,3.3
4445,1nl6,11.32
4446,1ssq,6.0
4447,2e9c,5.96
4448,4wnp,8.1
4449,1gt1,6.0
4450,4eo6,8.7
4451,1s5z,3.21
4452,1htg,8.42
4453,4bi7,4.58
4454,3zj8,3.9
4455,1slg,3.9
4456,3ogp,7.44
4457,5amg,8.22
4458,1uk0,8.1
4459,5em6,8.4
4460,3c94,6.87
4461,2ay3,3.55
4462,4w4z,7.52
4463,4l2g,6.68
4464,3n1w,3.3
4465,4zup,6.77
4466,2vpo,5.42
4467,4qp8,6.55
4468,4xuz,7.36
4469,1duv,11.8
4470,2gbf,7.92
4471,4k5l,4.96
4472,1w4q,5.26
4473,3ty0,7.08
4474,4ynl,4.62
4475,4asy,4.22
4476,3n7r,7.7
4477,2g71,7.46
4478,2xmy,9.96
4479,3pm1,5.93
4480,2i4z,5.7
4481,3eou,7.01
4482,4zs3,5.18
4483,3g1v,3.19
4484,1ctt,4.52
4485,1owk,7.63
4486,4u5v,3.05
4487,3oct,8.3
4488,4esi,4.15
4489,2az8,8.22
4490,1tqf,5.85
4491,1g9t,3.28
4492,4z2b,7.76
4493,1xb7,6.22
4494,1oss,4.79
4495,4qxj,5.9
4496,3g58,9.28
4497,3rv9,4.92
4498,4ie4,5.48
4499,4yl0,8.22
4500,3ws8,6.68
4501,3p50,4.62
4502,4bhf,3.46
4503,4nal,5.66
4504,5a5q,4.68
4505,4bt5,2.76
4506,4g69,5.98
4507,4lv1,7.4
4508,3e73,3.15
4509,1tnk,1.49
4510,2y0j,7.92
4511,1mxu,5.4
4512,4c0r,4.91
4513,3mvl,7.89
4514,3t1l,3.26
4515,1x11,6.49
4516,2pj7,7.77
4517,4uxq,7.8
4518,2ql7,6.26
4519,1qti,6.44
4520,2rg5,8.51
4521,3fxz,6.89
4522,2yiw,9.1
4523,2q92,5.96
4524,2zdl,6.4
4525,4pnq,5.0
4526,4ny3,4.31
4527,5a5o,3.0
4528,3dxh,3.19
4529,1azx,9.4
4530,4few,5.21
4531,3v51,8.55
4532,3mkf,4.77
4533,4qyy,7.3
4534,2gfd,6.28
4535,3wgg,4.4
4536,2iiv,8.18
4537,4aq6,4.8
4538,4ayw,4.0
4539,4ezo,6.52
4540,4bo4,6.89
4541,3drp,9.7
4542,1b38,6.6
4543,4gzt,7.77
4544,2vcg,5.77
4545,1p06,6.27
4546,2vtj,5.72
4547,4ba3,5.54
4548,3l9h,8.1
4549,1pph,5.92
4550,3fyk,7.4
4551,2gsu,3.59
4552,1qbs,9.47
4553,3dm6,7.43
4554,1m9n,6.92
4555,1fzq,7.62
4556,1xp6,9.4
4557,3g42,6.85
4558,1gzg,3.05
4559,3kfc,8.55
4560,4os6,6.44
4561,1lpk,7.55
4562,3d04,6.05
4563,3hkw,8.64
4564,4k2y,3.33
4565,2c3l,5.07
4566,3pch,5.4
4567,1ork,8.81
4568,1jev,6.89
4569,2xxy,7.89
4570,2baj,8.4
4571,4g16,6.85
4572,2ceq,7.28
4573,2fm0,9.4
4574,1err,8.11
4575,1gnj,7.04
4576,3f34,3.16
4577,1gzc,3.49
4578,184l,4.72
4579,2fqo,6.43
4580,4utn,6.15
4581,4bt3,3.12
4582,2hog,9.52
4583,4gqq,2.89
4584,1z6f,4.89
4585,3pkd,6.12
4586,3ia6,8.52
4587,4kw6,3.43
4588,2nq7,5.54
4589,4iti,6.36
4590,3rx8,6.21
4591,4ngm,10.35
4592,1zky,6.25
4593,1o4j,2.36
4594,4bdk,5.44
4595,2b1p,8.52
4596,3fh5,7.06
4597,4hvh,7.72
4598,1g5f,2.64
4599,3cde,7.66
4600,5c8k,7.7
4601,4q7v,3.59
4602,1al8,5.32
4603,4bsq,9.15
4604,5al3,4.96
4605,3a9i,4.15
4606,4nru,6.94
4607,2b17,6.21
4608,3m8u,4.89
4609,3wc5,8.7
4610,2y1g,6.15
4611,4ds1,4.75
4612,4u73,5.18
4613,4l2l,5.7
4614,1a4g,8.4
4615,1hvh,7.96
4616,3gjt,6.77
4617,3d25,7.66
4618,3sfg,6.06
4619,1vcj,4.59
4620,3wv3,7.62
4621,2q38,5.23
4622,1u1w,5.85
4623,1o5g,4.96
4624,1ppk,7.66
4625,4azp,5.9
4626,4mww,3.67
4627,3eta,7.85
4628,3hp9,4.59
4629,3p7c,7.66
4630,2f35,5.4
4631,2uxx,3.3
4632,2jdv,8.2
4633,4tky,5.7
4634,3ao5,2.23
4635,2f7i,7.1
4636,2ovy,8.4
4637,4yee,6.49
4638,4jmg,8.82
4639,4os4,4.87
4640,3o9a,10.7
4641,3uxl,5.57
4642,4kon,6.48
4643,3ddf,4.66
4644,3hng,6.74
4645,4g2w,8.8
4646,3tvw,4.43
4647,2xu3,6.8
4648,4ibf,4.43
4649,2rin,4.0
4650,3rm4,5.77
4651,1i7g,6.0
4652,4qwg,5.97
4653,3k5d,7.28
4654,3i0s,9.0
4655,4i71,7.74
4656,3f8w,4.08
4657,2uw0,7.7
4658,3ayd,4.19
4659,3jq8,4.46
4660,1fq5,8.4
4661,1xud,8.1
4662,1db5,6.82
4663,3qsd,7.19
4664,2oxy,6.52
4665,1fkg,8.0
4666,1nli,3.59
4667,1i9l,8.48
4668,3gwx,5.4
4669,3prf,8.85
4670,1tft,8.3
4671,3u6w,6.92
4672,3k0h,4.6
4673,5alv,4.36
4674,4l7n,4.84
4675,1bhf,4.38
4676,1lbf,7.85
4677,2ay7,2.3
4678,3e9h,7.55
4679,1kc7,5.52
4680,3c4f,5.72
4681,3aje,5.03
4682,4amw,1.55
4683,4hdf,8.49
4684,4c1m,7.8
4685,2py4,6.7
4686,4euc,6.1
4687,4nwm,8.1
4688,2psu,7.62
4689,2cv3,6.57
4690,1kdv,6.22
4691,1nf8,7.82
4692,3rt4,8.8
4693,1b5h,6.01
4694,4qzs,7.05
4695,3ehn,1.92
4696,2am9,8.41
4697,1m0q,3.89
4698,4zz3,6.0
4699,1ql7,5.0
4700,1sfi,10.0
4701,2vc7,3.36
4702,1tze,6.83
4703,5cgj,5.22
4704,2uw8,4.11
4705,4izy,8.52
4706,3rni,5.17
4707,3jpv,6.92
4708,1hpv,9.22
4709,2hiz,6.95
4710,3tc5,5.17
4711,1rhk,9.11
4712,3neo,5.92
4713,2xez,5.82
4714,4yl3,8.15
4715,4zzy,5.6
4716,4des,5.85
4717,4ksy,8.42
4718,4zdu,5.77
4719,3cy2,7.22
4720,1gt4,6.52
4721,2on6,6.76
4722,3zmv,4.26
4723,3k3i,5.72
4724,4qjm,8.17
4725,4x5z,7.63
4726,3mvj,5.49
4727,1kmy,5.1
4728,5c42,8.72
4729,1i90,8.89
4730,2pnc,3.33
4731,3tb6,5.08
4732,3u15,7.11
4733,3qpp,7.92
4734,2nwl,8.7
4735,2b7f,7.3
4736,3ob0,3.0
4737,3k54,9.0
4738,1css,6.1
4739,2odd,3.96
4740,1f0q,6.0
4741,3tic,8.87
4742,4os7,4.62
4743,5cy3,7.8
4744,1a50,6.7
4745,1tu6,9.08
4746,1m0o,2.31
4747,4zom,8.52
4748,2q54,9.01
4749,4l5j,3.0
4750,4c37,7.71
4751,2fqw,6.68
4752,2qcg,4.0
4753,5cav,6.67
4754,4yml,8.35
4755,1dhi,7.26
4756,3ujd,4.69
4757,3w8o,7.62
4758,1njt,4.82
4759,2qlb,5.89
4760,2w1h,7.28
4761,5aki,6.12
4762,4r5x,5.26
4763,6fiv,8.08
4764,4hmk,6.1
4765,2b8l,7.82
4766,4qvw,5.38
4767,2avm,5.7
4768,3ds4,4.19
4769,5aml,9.15
4770,2xzw,5.29
4771,3o7u,7.28
4772,4j4v,6.36
4773,2l98,3.61
4774,2pe1,8.3
4775,4qgd,7.43
4776,3hv3,6.33
4777,4x6o,8.72
4778,2vuk,3.9
4779,4b6s,6.01
4780,1amn,13.82
4781,2z8e,8.0
4782,3c6u,8.87
4783,3t4v,6.3
4784,3djv,4.55
4785,3jrs,4.28
4786,1u0h,6.96
4787,2xz5,4.01
4788,4no8,7.15
4789,1b2h,4.54
4790,1f9g,1.28
4791,4ab8,3.87
4792,2jbo,8.07
4793,1o39,7.13
4794,3n4b,7.02
4795,3ivv,5.43
4796,3e3b,7.96
4797,1oiq,5.54
4798,4l51,3.0
4799,2o9k,4.11
4800,4qwl,6.18
4801,4xc2,5.37
4802,3l8s,7.0
4803,4dcy,4.52
4804,7std,10.72
4805,3tyq,8.3
4806,3s3n,7.06
4807,1ikt,3.4
4808,4auj,7.74
4809,1jqd,5.16
4810,2x24,6.48
4811,1xon,10.68
4812,2ama,8.0
4813,3l3l,7.48
4814,3jy9,9.0
4815,4hxm,6.1
4816,4u70,5.02
4817,1r0x,3.83
4818,4qpd,7.82
4819,4zae,8.44
4820,1ghv,4.35
4821,2rkf,9.08
4822,1uou,7.7
4823,3mj5,6.49
4824,3o5x,5.28
4825,4rx5,8.52
4826,3d7g,7.77
4827,3nu9,9.05
4828,1hvj,11.4
4829,4n9a,4.19
4830,4xya,5.86
4831,4c61,8.4
4832,4pmt,6.0
4833,2zdm,6.41
4834,1bwb,8.42
4835,2ojj,8.7
4836,1jiz,8.7
4837,2qzl,8.1
4838,2g94,9.52
4839,2o4k,10.46
4840,3nww,8.15
4841,1rs4,7.17
4842,4x7l,8.05
4843,1ujk,6.57
4844,2f5t,5.17
4845,1fcx,7.19
4846,3g4l,8.24
4847,2y58,5.5
4848,1rq2,2.52
4849,2be2,8.7
4850,3d7z,7.92
4851,4e3j,8.92
4852,3l7g,3.3
4853,3d9k,4.72
4854,1i1e,5.03
4855,5e0l,6.4
4856,2yhw,5.6
4857,4ymb,6.21
4858,1hmt,5.79
4859,4ye3,8.37
4860,3dd8,7.85
4861,4e4l,8.77
4862,2w9h,6.37
4863,3skh,6.05
4864,3k22,7.9
4865,2jle,6.42
4866,2pax,6.74
4867,2xpk,11.3
4868,5afl,3.4
4869,1ycm,8.0
4870,5ak5,7.07
4871,4qtl,6.92
